clicks,ctr,impressions,keys,position,rootDomain,siteUrl
1,0.014084507042253521,71,['pri'],15.28169014084507,www.ladies-market.hk,https://www.ladies-market.hk/
1,0.007751937984496124,129,['pry'],32.86821705426357,www.ladies-market.hk,https://www.ladies-market.hk/
1,0.1,10,['pyf'],3.8,www.ladies-market.hk,https://www.ladies-market.hk/
1,0.14285714285714285,7,['slb'],4.571428571428571,www.ladies-market.hk,https://www.ladies-market.hk/
1,0.030303030303030304,33,['syr'],27.151515151515152,www.ladies-market.hk,https://www.ladies-market.hk/
1,0.14285714285714285,7,['tca'],16.0,www.ladies-market.hk,https://www.ladies-market.hk/
1,0.07142857142857142,14,['tgo'],46.285714285714285,www.ladies-market.hk,https://www.ladies-market.hk/
1,0.05555555555555555,18,['zmb'],16.0,www.ladies-market.hk,https://www.ladies-market.hk/
1,0.03125,32,['zwe'],13.0,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,17,['abw'],20.058823529411764,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,10,['afg'],3.1,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,36,['ago'],28.77777777777778,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,3,['aia'],11.0,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,79,['alb'],22.645569620253166,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,10,['and'],25.8,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,6,['asm'],4.0,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,1,['ata'],3.0,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,8,['atg'],24.125,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,1,['bdi'],25.0,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,13,['ben'],16.846153846153847,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,18,['bfa'],22.72222222222222,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,26,['blz'],35.5,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,18,['bmu'],27.11111111111111,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,101,['bol'],26.22772277227723,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,98,['brb'],35.52040816326531,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,11,['bwa'],6.2727272727272725,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,39,['civ'],28.53846153846154,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,21,['cmr'],14.619047619047619,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,12,['cod'],5.666666666666667,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,10,['cog'],34.2,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,11,['cpv'],28.181818181818183,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,25,['cub'],7.72,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,13,['cuw'],8.384615384615385,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,1,['dji'],5.0,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,4,['dma'],47.25,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,177,['dom'],25.84180790960452,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,1,['eri'],17.0,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,2,['fsm'],2.0,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,20,['gab'],29.5,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,7,['gin'],4.0,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,13,['glp'],29.076923076923077,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,4,['gmb'],5.5,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,6,['grd'],43.833333333333336,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,10,['guf'],19.7,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,29,['guy'],33.51724137931034,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,9,['hti'],12.777777777777779,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,36,['kgz'],27.25,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,5,['kir'],3.0,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,5,['kna'],19.6,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,15,['lca'],34.86666666666667,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,4,['lso'],45.5,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,1,['mhl'],4.0,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,14,['mli'],15.5,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,8,['mnp'],6.625,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,5,['mrt'],26.8,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,2,['msr'],65.5,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,24,['mtq'],11.083333333333334,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,9,['mwi'],7.444444444444445,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,9,['ncl'],4.0,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,25,['nic'],34.4,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,64,['pse'],18.8125,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,64,['reu'],6.015625,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,8,['rwa'],14.5,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,2,['sdn'],42.5,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,55,['sen'],30.87272727272727,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,7,['sle'],22.285714285714285,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,57,['slv'],26.526315789473685,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,2,['smr'],2.5,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,17,['som'],24.647058823529413,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,4,['ssd'],9.5,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,1,['stp'],5.0,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,18,['sur'],25.333333333333332,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,7,['swz'],5.0,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,10,['sxm'],22.3,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,36,['syc'],35.55555555555556,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,2,['tcd'],1.0,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,4,['tjk'],2.25,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,15,['tkm'],6.4,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,4,['tls'],2.5,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,1,['ton'],2.0,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,50,['tza'],7.16,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,57,['uga'],12.12280701754386,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,15,['vct'],36.86666666666667,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,321,['ven'],30.105919003115265,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,5,['vgb'],20.2,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,1,['vir'],9.0,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,4,['vut'],4.0,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,2,['wlf'],8.5,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,2,['wsm'],13.0,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,6,['xkk'],17.166666666666668,www.ladies-market.hk,https://www.ladies-market.hk/
0,0.0,8,['yem'],19.25,www.ladies-market.hk,https://www.ladies-market.hk/
