clicks,ctr,impressions,keys,position,rootDomain,siteUrl
30815,0.05149574113593104,598399,['MOBILE'],5.035195580206517,www.ladies-market.hk,https://www.ladies-market.hk/
6642,0.036558181007579134,181683,['DESKTOP'],15.65070479901807,www.ladies-market.hk,https://www.ladies-market.hk/
510,0.06671026814911707,7645,['TABLET'],4.219097449313276,www.ladies-market.hk,https://www.ladies-market.hk/
